F,k₋f,k₋s,ka,k₋a
31.2,8.52981500009605,2.39095360139862,11.147674337937273,0.017874258465008522
31.3,8.529815000225701,2.4215929520121264,11.256076173185148,0.01753707767254262
31.4,8.529815000355352,2.4526249366798707,11.365532125868546,0.01720625747327453
31.5,8.529815000485003,2.48405458688906,11.476052446400333,0.016881677880696264
31.6,8.529815000614654,2.5158869986038934,11.587647484870109,0.016563221171730674
31.7,8.529815000744303,2.5481273330918097,11.700327692013456,0.016250771844033812
31.8,8.529815000873956,2.58078081776035,11.81410362019064,0.01594421657410301
31.9,8.529815001003605,2.6138527470046933,11.92898592437483,0.0156434441761751
32.0,8.529815001133258,2.647348483066116,12.044985363149927,0.015348345561900026
32.1,8.529815001262907,2.6812734569013865,12.162112799718088,0.015058813700775107
32.2,8.529815001392558,2.7156331690633606,12.280379202917043,0.014774743581325748
32.3,8.52981500152221,2.750433190592809,12.39979564824731,0.014496032173018434
32.4,8.529815001651858,2.7856791639217375,12.520373318909456,0.014222578388892066
32.5,8.529815001781511,2.8213768037881937,12.642123506851298,0.013954283048894445
32.6,8.52981500191116,2.857531898162886,12.76505761382545,0.013691048843910182
32.7,8.529815002040813,2.8941503091876246,12.889187152457058,0.013432780300467333
32.8,8.529815002170462,2.9312379741257923,13.014523747321931,0.013179383746109666
32.9,8.529815002300113,2.968800906325033,13.14107913603522,0.01293076727542224
33.0,8.529815002429764,3.0068451961922094,13.26886517035055,0.012686840716697895
33.1,8.529815002559415,3.0453770121809356,13.397893817269988,0.012447515599232517
33.2,8.529815002689066,3.084402601791683,13.528177160164718,0.01221270512123719
33.3,8.529815002818715,3.123928292584772,13.659727399906602,0.011982324118355748
33.4,8.529815002948366,3.163960493206299,13.792556856010862,0.011756289032776137
33.5,8.529815003078017,3.2045056944272368,13.926677967789667,0.011534517882924547
33.6,8.529815003207668,3.2455704701958212,14.062103295517163,0.011316930233731147
33.7,8.529815003337319,3.2871614787034753,14.198845521605671,0.011103447167456768
33.8,8.52981500346697,3.329285463464317,14.336917451793385,0.010893991255069969
33.9,8.52981500359662,3.371949254408592,14.476332016343655,0.010688486528163843
34.0,8.529815003726272,3.4151597689900304,14.617102271255819,0.010486858451402924
34.1,8.529815003855921,3.45892401330745,14.75924139948794,0.010289033895489526
34.2,8.529815003985574,3.5032490832407204,14.90276271219136,0.010094941110640226
34.3,8.529815004115223,3.548142165601272,15.047679649957223,0.009904509700562687
34.4,8.529815004244872,3.5936105392973716,15.19400578407528,0.00971767059692325
34.5,8.529815004374525,3.6396615765142846,15.341754817804715,0.009534356034296362
34.6,8.529815004504174,3.6863027439096276,15.490940587657468,0.00935449952558639
34.7,8.529815004633827,3.733541603823975,15.641577064694044,0.009178035837913207
34.8,8.529815004763476,3.781385815507024,15.793678355831828,0.009004900968952574
34.9,8.529815004893127,3.829843136359458,15.947258705166252,0.00883503212372287
35.0,8.529815005022778,3.878921423190708,16.102332495304672,0.00866836769180977
35.1,8.529815005152429,3.928628633492846,16.258914248713292,0.008504847225020509
35.2,8.52981500528208,3.9789728267308204,16.41701862907722,0.008344411415459647
35.3,8.52981500541173,4.029962165649192,16.576660442673617,0.008187002074018495
35.4,8.52981500554138,4.081604917595633,16.737854639758417,0.008032562109270216
35.5,8.529815005671031,4.1339094558614,16.900616315966282,0.00788103550676319
35.6,8.529815005800682,4.186884261038937,17.064960713724307,0.007732367308704831
35.7,8.529815005930333,4.2405379223969435,17.230903223679523,0.00758650359402875
35.8,8.529815006059984,4.294879139272994,17.398459386140118,0.00744339145883794
35.9,8.529815006189635,4.349916722484081,17.567644892530875,0.007302978997216775
36.0,8.529815006319286,4.405659595755137,17.73847558686257,0.007165215282405118
36.1,8.529815006448935,4.46211679716596,17.910967467215734,0.007030050348327452
36.2,8.529815006578588,4.519297480616616,18.08513668723894,0.006897435171470492
36.3,8.529815006708237,4.577210917311642,18.260999557661464,0.006767321653102653
